Country,Cause,CancerSite,ageStart,ageGroup,ageLabel,Females_2011,Females_2012,Females_2013,Females_2014,Females_2015,Females_2016,Females_2017,Males_2011,Males_2012,Males_2013,Males_2014,Males_2015,Males_2016,Males_2017
Austria,Malignant neoplasm of oesophagus,Oesophagus,45,45-49,From 45 to 49 years,2,3,3,1,2,1,3,9,10,8,10,4,12,10
Austria,Malignant neoplasm of oesophagus,Oesophagus,50,50-54,From 50 to 54 years,4,5,5,3,6,6,1,22,28,22,22,20,18,17
Austria,Malignant neoplasm of oesophagus,Oesophagus,55,55-59,From 55 to 59 years,6,7,7,9,5,4,5,23,35,34,28,27,33,42
Austria,Malignant neoplasm of oesophagus,Oesophagus,60,60-64,From 60 to 64 years,3,8,7,12,7,9,10,42,47,46,41,38,35,38
Austria,Malignant neoplasm of oesophagus,Oesophagus,65,65-69,From 65 to 69 years,4,12,13,11,9,21,6,41,52,54,48,46,52,53
Austria,Malignant neoplasm of oesophagus,Oesophagus,70,70-74,From 70 to 74 years,10,13,13,12,15,23,15,48,48,48,57,53,51,49
Austria,Malignant neoplasm of oesophagus,Oesophagus,75,75-79,From 75 to 79 years,7,4,4,5,3,13,9,30,23,33,29,40,41,57
Austria,Malignant neoplasm of oesophagus,Oesophagus,80,80-84,From 80 to 84 years,7,11,9,11,9,6,9,29,18,28,23,28,15,29
Austria,Malignant neoplasm of oesophagus,Oesophagus,85,85,85 years or over,9,11,12,16,10,13,19,12,21,16,19,10,21,16
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,30,30-34,From 30 to 34 years,0,0,2,2,0,0,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,35,35-39,From 35 to 39 years,2,1,1,1,2,0,2,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,40,40-44,From 40 to 44 years,1,1,1,0,5,3,0,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,45,45-49,From 45 to 49 years,7,2,5,4,8,1,4,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,50,50-54,From 50 to 54 years,5,8,8,8,9,7,10,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,55,55-59,From 55 to 59 years,13,17,13,14,17,16,19,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,60,60-64,From 60 to 64 years,8,27,19,26,17,19,19,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,65,65-69,From 65 to 69 years,33,32,28,33,30,24,24,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,70,70-74,From 70 to 74 years,48,54,32,38,46,43,35,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,75,75-79,From 75 to 79 years,35,42,37,40,37,35,42,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,80,80-84,From 80 to 84 years,40,38,41,33,39,36,44,,,,,,,
Austria,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,85,85,85 years or over,71,70,66,61,67,60,63,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,15,15-19,From 15 to 19 years,0,0,0,0,0,1,0,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,20,20-24,From 20 to 24 years,1,2,2,0,0,0,0,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,25,25-29,From 25 to 29 years,0,2,0,0,1,0,2,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,30,30-34,From 30 to 34 years,1,0,0,2,0,0,0,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,35,35-39,From 35 to 39 years,4,2,1,3,1,2,4,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,40,40-44,From 40 to 44 years,4,7,8,11,7,2,8,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,45,45-49,From 45 to 49 years,13,13,15,8,20,17,13,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,50,50-54,From 50 to 54 years,26,22,20,31,18,38,25,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,55,55-59,From 55 to 59 years,41,41,42,32,45,39,39,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,60,60-64,From 60 to 64 years,42,45,44,48,30,57,46,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,65,65-69,From 65 to 69 years,63,50,67,52,43,70,61,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,70,70-74,From 70 to 74 years,79,91,77,80,83,57,62,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,75,75-79,From 75 to 79 years,49,76,48,63,71,89,86,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,80,80-84,From 80 to 84 years,75,68,71,87,55,59,60,,,,,,,
Austria,Malignant neoplasm of ovary,Ovary,85,85,85 years or over,90,92,83,91,76,97,75,,,,,,,
Austria,Malignant neoplasm of pancreas,Pancreas,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of pancreas,Pancreas,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of pancreas,Pancreas,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of pancreas,Pancreas,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Austria,Malignant neoplasm of pancreas,Pancreas,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of pancreas,Pancreas,25,25-29,From 25 to 29 years,1,0,0,0,0,0,0,1,1,0,1,1,0,1
Austria,Malignant neoplasm of pancreas,Pancreas,30,30-34,From 30 to 34 years,1,0,0,0,0,1,0,1,0,1,1,2,0,1
Austria,Malignant neoplasm of pancreas,Pancreas,35,35-39,From 35 to 39 years,0,1,4,1,1,1,1,2,3,0,2,1,1,3
Austria,Malignant neoplasm of pancreas,Pancreas,40,40-44,From 40 to 44 years,5,7,4,5,5,4,3,5,7,4,6,7,8,5
Austria,Malignant neoplasm of pancreas,Pancreas,45,45-49,From 45 to 49 years,13,12,13,16,9,12,11,29,15,23,18,11,16,18
Austria,Malignant neoplasm of pancreas,Pancreas,50,50-54,From 50 to 54 years,21,22,29,28,19,26,33,41,27,38,45,40,41,32
Austria,Malignant neoplasm of pancreas,Pancreas,55,55-59,From 55 to 59 years,33,40,29,39,35,47,35,66,55,60,55,81,73,78
Austria,Malignant neoplasm of pancreas,Pancreas,60,60-64,From 60 to 64 years,74,60,60,74,56,75,61,95,81,75,89,95,76,90
Austria,Malignant neoplasm of pancreas,Pancreas,65,65-69,From 65 to 69 years,87,85,85,95,91,86,102,113,99,104,115,97,124,106
Austria,Malignant neoplasm of pancreas,Pancreas,70,70-74,From 70 to 74 years,123,136,132,156,132,117,137,126,157,138,160,148,131,133
Austria,Malignant neoplasm of pancreas,Pancreas,75,75-79,From 75 to 79 years,119,131,103,135,151,173,192,104,99,114,111,165,142,175
Austria,Malignant neoplasm of pancreas,Pancreas,80,80-84,From 80 to 84 years,143,138,143,119,127,143,126,100,90,93,113,133,90,111
Austria,Malignant neoplasm of pancreas,Pancreas,85,85,85 years or over,167,206,170,165,183,210,202,76,89,71,78,98,92,97
Austria,Malignant neoplasm of prostate,Prostate,1,1-4,From 1 to 4 years,,,,,,,,0,0,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,5,5-9,From 5 to 9 years,,,,,,,,0,0,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,10,10-14,From 10 to 14 years,,,,,,,,0,0,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,15,15-19,From 15 to 19 years,,,,,,,,0,0,1,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,20,20-24,From 20 to 24 years,,,,,,,,0,0,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,25,25-29,From 25 to 29 years,,,,,,,,0,1,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,30,30-34,From 30 to 34 years,,,,,,,,0,0,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,35,35-39,From 35 to 39 years,,,,,,,,0,0,0,0,0,0,0
Austria,Malignant neoplasm of prostate,Prostate,40,40-44,From 40 to 44 years,,,,,,,,0,0,0,0,1,0,0
Austria,Malignant neoplasm of prostate,Prostate,45,45-49,From 45 to 49 years,,,,,,,,3,2,3,0,4,1,2
Austria,Malignant neoplasm of prostate,Prostate,50,50-54,From 50 to 54 years,,,,,,,,7,10,4,11,7,7,16
Austria,Malignant neoplasm of prostate,Prostate,55,55-59,From 55 to 59 years,,,,,,,,14,22,16,24,21,17,25
Austria,Malignant neoplasm of prostate,Prostate,60,60-64,From 60 to 64 years,,,,,,,,45,39,41,47,48,53,41
Austria,Malignant neoplasm of prostate,Prostate,65,65-69,From 65 to 69 years,,,,,,,,94,87,81,85,85,102,78
Austria,Malignant neoplasm of prostate,Prostate,70,70-74,From 70 to 74 years,,,,,,,,170,132,157,156,133,145,163
Austria,Malignant neoplasm of prostate,Prostate,75,75-79,From 75 to 79 years,,,,,,,,196,172,171,170,197,237,247
Austria,Malignant neoplasm of prostate,Prostate,80,80-84,From 80 to 84 years,,,,,,,,255,284,265,236,246,250,230
Austria,Malignant neoplasm of prostate,Prostate,85,85,85 years or over,,,,,,,,368,375,411,390,397,430,467
Austria,Malignant neoplasm of stomach,Stomach,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of stomach,Stomach,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of stomach,Stomach,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of stomach,Stomach,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of stomach,Stomach,20,20-24,From 20 to 24 years,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Austria,Malignant neoplasm of stomach,Stomach,25,25-29,From 25 to 29 years,1,0,1,0,1,0,1,1,0,1,1,0,1,0
Austria,Malignant neoplasm of stomach,Stomach,30,30-34,From 30 to 34 years,1,2,2,1,2,1,3,1,3,1,1,1,0,1
Austria,Malignant neoplasm of stomach,Stomach,35,35-39,From 35 to 39 years,3,2,2,2,2,2,4,2,4,5,2,3,2,1
Austria,Malignant neoplasm of stomach,Stomach,40,40-44,From 40 to 44 years,6,12,7,5,7,3,9,8,4,1,4,7,4,4
Austria,Malignant neoplasm of stomach,Stomach,45,45-49,From 45 to 49 years,11,11,12,12,11,13,9,13,11,18,11,11,21,8
Austria,Malignant neoplasm of stomach,Stomach,50,50-54,From 50 to 54 years,20,16,13,17,13,12,14,25,33,32,22,30,13,31
Austria,Malignant neoplasm of stomach,Stomach,55,55-59,From 55 to 59 years,21,10,15,15,23,20,21,24,39,36,25,37,32,36
Austria,Malignant neoplasm of stomach,Stomach,60,60-64,From 60 to 64 years,23,16,25,24,20,23,14,42,55,41,36,36,44,42
Austria,Malignant neoplasm of stomach,Stomach,65,65-69,From 65 to 69 years,25,36,29,21,27,32,33,63,52,51,56,45,61,51
Austria,Malignant neoplasm of stomach,Stomach,70,70-74,From 70 to 74 years,34,52,46,42,34,28,27,84,75,71,71,78,47,67
Austria,Malignant neoplasm of stomach,Stomach,75,75-79,From 75 to 79 years,48,46,41,39,35,44,48,72,84,71,93,75,80,75
Austria,Malignant neoplasm of stomach,Stomach,80,80-84,From 80 to 84 years,72,73,59,70,71,60,51,93,84,87,84,65,62,81
Austria,Malignant neoplasm of stomach,Stomach,85,85,85 years or over,144,122,129,112,121,118,109,74,87,83,89,76,61,90
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,30,30-34,From 30 to 34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,35,35-39,From 35 to 39 years,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,40,40-44,From 40 to 44 years,0,1,0,0,1,1,0,0,0,1,0,0,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,45,45-49,From 45 to 49 years,0,1,1,0,0,0,1,2,0,0,2,1,0,0
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,50,50-54,From 50 to 54 years,0,1,0,2,0,1,1,1,0,0,1,1,3,1
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,55,55-59,From 55 to 59 years,1,0,1,2,1,2,3,2,1,2,4,3,1,1
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,60,60-64,From 60 to 64 years,1,1,6,2,1,1,4,3,3,2,1,5,4,2
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,65,65-69,From 65 to 69 years,4,4,7,0,2,7,3,5,5,5,3,0,10,4
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,70,70-74,From 70 to 74 years,8,5,9,2,5,1,6,5,7,10,3,5,6,3
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,75,75-79,From 75 to 79 years,7,9,11,7,9,4,6,3,6,4,2,7,5,5
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,80,80-84,From 80 to 84 years,4,8,8,7,8,11,6,3,4,3,2,3,3,4
Austria,Malignant neoplasm of thyroid gland,Thyroid Gland,85,85,85 years or over,14,12,15,8,9,14,15,3,4,4,5,4,4,4
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",1,1-4,From 1 to 4 years,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",25,25-29,From 25 to 29 years,0,0,0,1,0,2,2,0,1,0,0,0,3,1
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",30,30-34,From 30 to 34 years,0,2,2,1,3,3,2,2,2,0,2,0,1,1
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",35,35-39,From 35 to 39 years,7,2,2,3,6,2,6,4,5,1,3,5,6,2
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",40,40-44,From 40 to 44 years,13,15,11,14,11,10,13,11,19,20,9,14,13,8
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",45,45-49,From 45 to 49 years,52,53,39,43,34,29,26,72,58,49,54,37,38,33
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",50,50-54,From 50 to 54 years,79,78,74,81,94,85,92,139,129,137,146,119,105,100
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",55,55-59,From 55 to 59 years,151,128,126,153,133,169,145,204,219,236,224,225,218,205
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",60,60-64,From 60 to 64 years,171,183,180,200,200,194,181,375,328,314,305,308,318,349
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",65,65-69,From 65 to 69 years,185,234,199,246,243,272,215,385,415,432,416,404,440,400
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",70,70-74,From 70 to 74 years,199,213,241,245,274,269,256,407,437,479,504,514,440,455
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",75,75-79,From 75 to 79 years,124,157,145,163,188,219,270,285,284,290,328,364,406,406
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",80,80-84,From 80 to 84 years,168,126,134,151,133,137,126,294,261,274,266,251,258,240
Austria,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",85,85,85 years or over,155,158,151,163,184,162,150,154,182,189,205,197,197,228
Austria,Malignant neoplasms (C00-C97),All Cancers,1,1-4,From 1 to 4 years,3,5,4,2,5,1,5,6,3,4,3,2,5,3
Austria,Malignant neoplasms (C00-C97),All Cancers,5,5-9,From 5 to 9 years,6,3,7,8,5,8,2,5,5,1,4,3,3,6
Austria,Malignant neoplasms (C00-C97),All Cancers,10,10-14,From 10 to 14 years,6,5,1,3,6,9,7,3,8,9,8,9,5,7
Austria,Malignant neoplasms (C00-C97),All Cancers,15,15-19,From 15 to 19 years,5,4,8,10,6,4,3,7,6,7,8,7,8,9
Austria,Malignant neoplasms (C00-C97),All Cancers,20,20-24,From 20 to 24 years,15,8,8,6,7,5,3,16,15,10,17,18,16,9
Austria,Malignant neoplasms (C00-C97),All Cancers,25,25-29,From 25 to 29 years,21,20,16,14,16,14,12,20,17,20,20,17,21,19
Austria,Malignant neoplasms (C00-C97),All Cancers,30,30-34,From 30 to 34 years,28,33,27,33,33,41,31,19,18,18,28,25,17,27
Austria,Malignant neoplasms (C00-C97),All Cancers,35,35-39,From 35 to 39 years,59,61,48,50,71,44,54,42,49,40,34,41,46,43
Austria,Malignant neoplasms (C00-C97),All Cancers,40,40-44,From 40 to 44 years,127,135,113,136,107,99,101,88,113,82,90,89,87,80
Austria,Malignant neoplasms (C00-C97),All Cancers,45,45-49,From 45 to 49 years,273,266,228,238,242,229,224,262,244,248,225,189,230,170
Austria,Malignant neoplasms (C00-C97),All Cancers,50,50-54,From 50 to 54 years,408,405,399,422,376,403,438,490,474,473,509,474,410,423
Austria,Malignant neoplasms (C00-C97),All Cancers,55,55-59,From 55 to 59 years,555,554,559,588,597,601,568,713,738,749,752,754,778,790
Austria,Malignant neoplasms (C00-C97),All Cancers,60,60-64,From 60 to 64 years,776,758,761,811,743,750,726,1174,1117,1056,1048,1060,1026,1028
Austria,Malignant neoplasms (C00-C97),All Cancers,65,65-69,From 65 to 69 years,973,1005,992,1014,983,1028,959,1431,1397,1417,1403,1389,1481,1397
Austria,Malignant neoplasms (C00-C97),All Cancers,70,70-74,From 70 to 74 years,1201,1399,1354,1420,1354,1213,1192,1676,1918,1862,1960,1871,1666,1721
Austria,Malignant neoplasms (C00-C97),All Cancers,75,75-79,From 75 to 79 years,1143,1201,1124,1182,1286,1509,1548,1531,1423,1508,1525,1830,1938,2038
Austria,Malignant neoplasms (C00-C97),All Cancers,80,80-84,From 80 to 84 years,1578,1410,1379,1406,1332,1320,1226,1651,1611,1655,1604,1533,1407,1442
Austria,Malignant neoplasms (C00-C97),All Cancers,85,85,85 years or over,2288,2329,2292,2326,2335,2241,2264,1504,1625,1734,1707,1778,1750,1903
Belgium,Malignant neoplasm of bladder,Bladder,1,1-4,From 1 to 4 years,0,0,0,0,0,0,,1,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,5,5-9,From 5 to 9 years,0,0,0,0,0,0,,0,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,10,10-14,From 10 to 14 years,0,0,0,0,0,0,,0,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,15,15-19,From 15 to 19 years,0,0,0,0,0,0,,0,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,20,20-24,From 20 to 24 years,0,0,0,0,0,0,,0,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,25,25-29,From 25 to 29 years,0,0,0,0,0,0,,0,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,30,30-34,From 30 to 34 years,0,0,0,0,0,1,,0,0,0,0,0,0,
Belgium,Malignant neoplasm of bladder,Bladder,35,35-39,From 35 to 39 years,0,2,0,0,0,0,,1,0,0,1,0,1,
Belgium,Malignant neoplasm of bladder,Bladder,40,40-44,From 40 to 44 years,1,2,1,1,2,1,,6,2,2,1,2,0,
Belgium,Malignant neoplasm of bladder,Bladder,45,45-49,From 45 to 49 years,4,2,3,1,5,2,,4,5,5,3,8,3,
Belgium,Malignant neoplasm of bladder,Bladder,50,50-54,From 50 to 54 years,1,6,4,3,4,2,,8,11,15,11,8,8,
Belgium,Malignant neoplasm of bladder,Bladder,55,55-59,From 55 to 59 years,9,12,6,4,7,8,,34,33,23,23,22,13,
Belgium,Malignant neoplasm of bladder,Bladder,60,60-64,From 60 to 64 years,12,9,17,10,14,9,,34,54,30,40,49,42,
Belgium,Malignant neoplasm of bladder,Bladder,65,65-69,From 65 to 69 years,15,11,9,13,11,16,,68,62,69,79,60,53,
Belgium,Malignant neoplasm of bladder,Bladder,70,70-74,From 70 to 74 years,23,33,16,14,17,35,,111,91,69,78,77,87,
Belgium,Malignant neoplasm of bladder,Bladder,75,75-79,From 75 to 79 years,27,40,30,32,35,25,,121,142,118,111,117,116,
Belgium,Malignant neoplasm of bladder,Bladder,80,80-84,From 80 to 84 years,51,42,57,53,60,49,,131,152,127,155,132,128,
Belgium,Malignant neoplasm of bladder,Bladder,85,85,85 years or over,83,74,98,106,97,88,,167,175,173,176,202,180,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,1,1-4,From 1 to 4 years,7,1,2,2,2,1,,5,3,6,2,3,0,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,5,5-9,From 5 to 9 years,4,7,3,4,4,4,,7,4,5,6,8,6,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,10,10-14,From 10 to 14 years,1,5,2,1,1,0,,2,3,2,3,1,2,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,15,15-19,From 15 to 19 years,3,2,0,1,0,1,,3,5,1,3,0,4,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,20,20-24,From 20 to 24 years,3,3,3,2,0,0,,1,4,2,3,2,1,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,25,25-29,From 25 to 29 years,2,1,7,3,3,1,,4,6,7,2,2,9,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,30,30-34,From 30 to 34 years,8,5,4,1,5,5,,3,8,8,4,6,7,
Belgium,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,35,35-39,From 35 to 39 years,5,8,6,5,3,7,,12,9,9,10,9,14,
